timestamp,machine_id,category,issue_description,severity,location
2025-02-19 06:06:45.364348,M747,Parts & Supply,Defective windshield batch,Medium,West Christian
2025-02-11 01:29:20.840428,M516,Assembly Line,Conveyor belt misalignment,Medium,South Laura
2025-01-31 10:26:20.164854,M573,Sensor & Electrical,Battery pack overheating in EV assembly,High,Moranborough
2025-01-06 09:49:00.352587,M782,Assembly Line,Paint sprayer clogging,Medium,New Kimberly
2025-01-11 00:35:40.038258,M749,Assembly Line,Conveyor belt misalignment,Medium,West Joshua
2025-02-22 15:22:39.455572,M239,Sensor & Electrical,Electrical surge causing sensor malfunctions,Low,Port Alexis
2025-02-19 02:21:21.348896,M279,Machinery & Equipment,Lathe machine spindle failure,High,Maryberg
2025-03-06 15:21:02.891627,M447,Assembly Line,Robotic arm calibration failure,High,Melissatown
2025-02-04 10:01:03.342392,M910,Parts & Supply,Defective windshield batch,Medium,East Evanton
2025-02-09 22:42:20.147547,M968,Sensor & Electrical,Battery pack overheating in EV assembly,High,New Jessicaburgh
2025-02-23 10:29:23.785383,M369,Sensor & Electrical,Battery pack overheating in EV assembly,High,West Carolinetown
2025-01-25 05:46:33.301821,M653,Sensor & Electrical,Electrical surge causing sensor malfunctions,High,Colestad
2025-01-14 09:43:40.099422,M268,Logistics & Storage,Barcode scanner failure in warehouse,High,South Stacey
2025-02-13 12:26:34.990919,M491,Sensor & Electrical,Faulty RFID scanner at inventory check,High,Rowemouth
2025-01-25 03:21:13.047167,M398,Logistics & Storage,Barcode scanner failure in warehouse,High,Samanthaberg
2025-01-13 19:26:18.217177,M645,Assembly Line,Robotic arm calibration failure,High,Barnettfurt
2025-02-09 09:28:51.428980,M887,Assembly Line,Spot welding machine misfire,Low,Sherrychester
2025-01-14 00:29:37.667068,M481,Parts & Supply,Engine block casting defects,Medium,North Sherri
2025-01-31 17:47:37.699906,M798,Assembly Line,Conveyor belt misalignment,Medium,Lake James
2025-02-20 00:01:09.802879,M299,Assembly Line,Paint sprayer clogging,Medium,Bennettland
2025-01-04 16:09:25.509087,M856,Machinery & Equipment,Lathe machine spindle failure,High,North April
2025-02-10 19:04:40.903355,M813,Assembly Line,Conveyor belt misalignment,Medium,West Vanessa
2025-01-20 03:15:32.551711,M492,Assembly Line,Paint sprayer clogging,Medium,Port Kristybury
2025-01-29 03:46:26.276307,M246,Machinery & Equipment,Hydraulic press pressure loss,Medium,North Katherinebury
2025-01-23 17:07:26.213698,M275,Sensor & Electrical,PLC (Programmable Logic Controller) failure,High,North Rita
2025-02-13 01:01:23.909063,M807,Sensor & Electrical,Battery pack overheating in EV assembly,High,Stronghaven
2025-02-06 22:18:09.094183,M960,Logistics & Storage,Barcode scanner failure in warehouse,High,Gordonborough
2025-01-10 23:43:20.636427,M649,Assembly Line,Spot welding machine misfire,Low,New Todd
2025-02-14 18:08:10.849874,M489,Parts & Supply,Incorrect tire specifications received,Low,Feliciaborough
2025-01-11 10:42:02.557878,M893,Sensor & Electrical,Battery pack overheating in EV assembly,High,Bellmouth
2025-02-25 15:07:18.690773,M718,Logistics & Storage,Forklift fuel leakage,High,Robertsville
2025-02-19 09:09:02.919936,M335,Logistics & Storage,Inventory mismatch in parts database,Low,Kelleyland
2025-01-25 23:30:53.469400,M442,Sensor & Electrical,Battery pack overheating in EV assembly,High,West Richardland
2025-02-28 18:03:00.102282,M219,Machinery & Equipment,Injection molding machine nozzle clog,Medium,South Eduardo
2025-02-17 19:57:36.270330,M605,Parts & Supply,Engine block casting defects,High,Cliffordchester
2025-01-15 21:16:40.817787,M570,Sensor & Electrical,PLC (Programmable Logic Controller) failure,High,West Dannytown
2025-01-05 13:09:53.351916,M258,Sensor & Electrical,Electrical surge causing sensor malfunctions,Low,New Joseph
2025-02-11 21:25:21.134167,M712,Parts & Supply,Engine block casting defects,Medium,Sheltonfurt
2025-02-15 09:48:48.714120,M515,Machinery & Equipment,Lathe machine spindle failure,High,Wolfefurt
2025-01-21 14:12:44.570183,M158,Assembly Line,Paint sprayer clogging,Medium,East Samuel
2025-02-04 18:30:18.420902,M737,Logistics & Storage,Barcode scanner failure in warehouse,High,Pittsfort
2025-01-18 02:10:05.799829,M569,Parts & Supply,Delayed shipment of brake pads,Low,West Scott
2025-02-06 18:43:24.102692,M432,Logistics & Storage,Forklift fuel leakage,High,Lanefort
2025-02-24 17:11:27.149897,M526,Machinery & Equipment,Lathe machine spindle failure,High,Kristopherside
2025-02-19 06:20:35.634060,M888,Parts & Supply,Delayed shipment of brake pads,Low,South Keithside
2025-02-03 10:10:16.418071,M416,Logistics & Storage,Forklift fuel leakage,High,Miguelhaven
2025-01-14 05:24:08.610906,M741,Parts & Supply,Engine block casting defects,Medium,North Natalietown
2025-01-11 08:35:46.445485,M840,Sensor & Electrical,Faulty RFID scanner at inventory check,Medium,East Kellychester
2025-02-03 08:17:48.520433,M884,Sensor & Electrical,Battery pack overheating in EV assembly,High,West Markstad
2025-02-18 07:02:27.980583,M921,Sensor & Electrical,PLC (Programmable Logic Controller) failure,High,West Thomasville
2025-01-22 23:06:49.106302,M344,Assembly Line,Spot welding machine misfire,Medium,Chambersberg
2025-02-09 08:43:55.778019,M430,Parts & Supply,Defective windshield batch,Medium,Ortizchester
2025-01-29 21:57:37.498207,M504,Logistics & Storage,Barcode scanner failure in warehouse,High,South Ann
2025-01-03 16:35:42.497494,M989,Assembly Line,Spot welding machine misfire,Low,Jeffreyberg
2025-01-19 13:00:25.405138,M564,Assembly Line,Robotic arm calibration failure,High,East Amyfort
2025-03-02 06:07:10.086113,M465,Sensor & Electrical,Electrical surge causing sensor malfunctions,High,North Amy
2025-02-16 20:54:49.921847,M809,Machinery & Equipment,Lathe machine spindle failure,High,South Corey
2025-01-11 23:17:17.629150,M766,Machinery & Equipment,CNC machine overheating,High,Courtneymouth
2025-01-28 20:41:15.329176,M265,Parts & Supply,Engine block casting defects,Low,North Laurenview
2025-02-28 21:26:22.219648,M190,Parts & Supply,Delayed shipment of brake pads,Low,West Victoriabury
2025-02-07 09:24:07.586012,M168,Logistics & Storage,Tire storage humidity too high,Low,Port Amandatown
2025-01-01 16:30:35.070411,M221,Machinery & Equipment,Injection molding machine nozzle clog,Low,South Amanda
2025-01-28 19:24:18.421913,M132,Sensor & Electrical,Battery pack overheating in EV assembly,High,New Amber
2025-01-28 14:14:11.006879,M391,Assembly Line,Conveyor belt misalignment,Medium,North Brendan
2025-01-01 07:59:15.196366,M125,Machinery & Equipment,Hydraulic press pressure loss,Medium,Brianview
2025-02-07 00:01:41.516876,M707,Machinery & Equipment,Hydraulic press pressure loss,High,New Amandaland
2025-02-23 03:47:19.570194,M300,Sensor & Electrical,Electrical surge causing sensor malfunctions,Low,West Adrienne
2025-02-19 14:24:11.604791,M769,Logistics & Storage,Inventory mismatch in parts database,Low,East Kelli
2025-02-13 12:05:14.715823,M771,Machinery & Equipment,CNC machine overheating,High,West Annashire
2025-01-25 18:58:03.365327,M984,Parts & Supply,Delayed shipment of brake pads,Low,West Scottstad
2025-01-12 07:28:54.329902,M122,Machinery & Equipment,Injection molding machine nozzle clog,Low,Richardmouth
2025-01-28 21:42:40.684059,M696,Sensor & Electrical,Battery pack overheating in EV assembly,High,Lake Waltertown
2025-01-09 07:05:54.788788,M905,Logistics & Storage,Forklift fuel leakage,Medium,East Lisa
2025-02-22 05:24:27.743124,M803,Machinery & Equipment,Lathe machine spindle failure,High,Youngside
2025-02-26 11:46:32.098324,M313,Sensor & Electrical,PLC (Programmable Logic Controller) failure,High,Walkerberg
2025-01-18 16:55:25.943444,M302,Assembly Line,Paint sprayer clogging,Medium,South Brandon
2025-02-15 00:40:55.282283,M181,Sensor & Electrical,Battery pack overheating in EV assembly,High,Port David
2025-01-02 18:27:24.715246,M425,Sensor & Electrical,Electrical surge causing sensor malfunctions,High,Montgomeryberg
2025-02-19 01:06:07.808753,M668,Sensor & Electrical,Battery pack overheating in EV assembly,High,Lake Taratown
2025-01-16 00:42:25.677536,M222,Machinery & Equipment,Hydraulic press pressure loss,Low,Stonetown
2025-02-27 23:20:19.284107,M442,Machinery & Equipment,Lathe machine spindle failure,High,New Josephborough
2025-02-27 05:49:47.688322,M999,Assembly Line,Conveyor belt misalignment,Medium,Michaelberg
2025-01-12 06:18:27.511988,M273,Sensor & Electrical,PLC (Programmable Logic Controller) failure,High,Brandontown
2025-02-12 14:02:35.639254,M856,Assembly Line,Spot welding machine misfire,High,Port Carolyn
2025-03-05 11:31:55.118025,M433,Logistics & Storage,Barcode scanner failure in warehouse,High,South Robertfurt
2025-02-27 16:09:04.426717,M889,Sensor & Electrical,Electrical surge causing sensor malfunctions,Medium,Nelsonbury
2025-02-09 00:56:20.848068,M618,Machinery & Equipment,Hydraulic press pressure loss,Medium,Richardsonland
2025-02-27 20:30:39.002759,M156,Machinery & Equipment,Injection molding machine nozzle clog,Low,New Andrewville
2025-03-03 11:09:14.484442,M261,Sensor & Electrical,PLC (Programmable Logic Controller) failure,High,North Casey
2025-02-18 02:46:54.528919,M266,Assembly Line,Paint sprayer clogging,Medium,East Willie
2025-02-28 09:51:50.824362,M797,Logistics & Storage,Forklift fuel leakage,Medium,Millerborough
2025-02-20 01:28:36.434766,M554,Sensor & Electrical,PLC (Programmable Logic Controller) failure,High,Port Alexmouth
2025-01-06 03:01:22.100276,M622,Sensor & Electrical,Faulty RFID scanner at inventory check,Low,Rodgersberg
2025-02-08 12:08:44.016705,M293,Assembly Line,Paint sprayer clogging,Medium,West Stephanie
2025-02-09 02:46:46.593352,M696,Sensor & Electrical,Battery pack overheating in EV assembly,High,Lake Leah
2025-01-24 06:52:28.956460,M435,Parts & Supply,Engine block casting defects,High,South Kaylaville
2025-01-17 20:44:00.374426,M608,Parts & Supply,Incorrect tire specifications received,Low,Jillburgh
2025-02-28 10:22:26.364382,M647,Logistics & Storage,Inventory mismatch in parts database,Low,Lake Abigail
2025-01-22 12:33:22.962104,M709,Machinery & Equipment,Hydraulic press pressure loss,High,South Russell
2025-01-26 08:51:05.248756,M821,Parts & Supply,Incorrect tire specifications received,Low,South James
2025-01-19 22:06:51.196815,M212,Machinery & Equipment,CNC machine overheating,High,Port Brian
2025-02-22 07:14:20.523999,M921,Assembly Line,Spot welding machine misfire,High,North Jasonton
2025-02-22 10:43:47.014335,M211,Assembly Line,Robotic arm calibration failure,High,West Christopher
2025-01-17 05:59:08.913884,M965,Assembly Line,Spot welding machine misfire,Low,Lake Barbara
2025-02-12 20:42:31.367638,M534,Parts & Supply,Defective windshield batch,Medium,East Nathanfort
2025-02-17 10:04:53.246387,M535,Parts & Supply,Engine block casting defects,Medium,Crosston
2025-02-06 18:08:13.921005,M672,Machinery & Equipment,CNC machine overheating,High,Lake Michaelfurt
2025-02-01 10:02:30.823568,M353,Assembly Line,Conveyor belt misalignment,Medium,Laurenchester
2025-02-14 21:22:35.739058,M512,Assembly Line,Conveyor belt misalignment,Medium,Thomasmouth
2025-02-19 23:09:41.729342,M356,Sensor & Electrical,Battery pack overheating in EV assembly,High,South Darrenport
2025-01-20 11:10:15.284149,M951,Parts & Supply,Delayed shipment of brake pads,Low,South Phillip
2025-02-11 17:06:23.180652,M211,Machinery & Equipment,CNC machine overheating,High,Josephberg
2025-01-13 12:44:26.823169,M431,Sensor & Electrical,Battery pack overheating in EV assembly,High,Sotobury
2025-02-05 22:09:24.560475,M477,Sensor & Electrical,Electrical surge causing sensor malfunctions,High,Allenbury
2025-02-14 11:29:08.164387,M999,Machinery & Equipment,Lathe machine spindle failure,High,Codyville
2025-01-17 09:09:16.988614,M533,Machinery & Equipment,Injection molding machine nozzle clog,Medium,Port Kristen
2025-01-02 14:31:59.773896,M178,Sensor & Electrical,Electrical surge causing sensor malfunctions,Low,Annaburgh
2025-01-14 16:11:09.602329,M937,Assembly Line,Spot welding machine misfire,Low,Lake Patty
2025-02-27 23:37:37.306165,M699,Assembly Line,Paint sprayer clogging,Medium,Tammyhaven
2025-01-01 04:47:43.763854,M257,Sensor & Electrical,Electrical surge causing sensor malfunctions,High,Rebeccafort
2025-01-02 10:47:02.465088,M472,Sensor & Electrical,Faulty RFID scanner at inventory check,Low,Denisetown
2025-01-05 06:08:52.135305,M716,Assembly Line,Spot welding machine misfire,Medium,East Kyle
2025-01-18 15:29:17.345464,M808,Logistics & Storage,Tire storage humidity too high,Low,Lake Paulburgh
2025-02-10 17:58:58.084109,M835,Sensor & Electrical,PLC (Programmable Logic Controller) failure,High,Williammouth
2025-01-01 17:30:53.712879,M293,Parts & Supply,Delayed shipment of brake pads,Low,Kristopherchester
2025-01-01 04:07:07.149210,M279,Machinery & Equipment,Lathe machine spindle failure,High,Lake Timothyburgh
2025-02-02 21:09:50.924183,M541,Sensor & Electrical,Faulty RFID scanner at inventory check,Low,South Gregory
2025-02-03 06:58:20.374673,M288,Machinery & Equipment,CNC machine overheating,High,Austinhaven
2025-01-24 09:15:09.739177,M516,Parts & Supply,Incorrect tire specifications received,Low,Mezaburgh
2025-03-04 16:30:54.368194,M609,Logistics & Storage,Forklift fuel leakage,Medium,Changburgh
2025-02-05 21:47:15.345784,M662,Assembly Line,Conveyor belt misalignment,Medium,Brianstad
2025-01-06 10:29:15.134109,M622,Parts & Supply,Defective windshield batch,Medium,South Brianbury
2025-02-12 07:53:59.669258,M649,Parts & Supply,Engine block casting defects,Medium,Monroemouth
2025-01-25 19:23:43.867531,M150,Logistics & Storage,Inventory mismatch in parts database,Low,Lisaburgh
2025-01-18 06:28:40.372163,M607,Machinery & Equipment,Injection molding machine nozzle clog,High,Cainside
2025-03-05 03:27:45.765818,M865,Parts & Supply,Defective windshield batch,Medium,Andreaport
2025-02-23 17:55:25.376974,M304,Parts & Supply,Incorrect tire specifications received,Low,Port Pamelafort
2025-01-28 21:10:29.931945,M751,Logistics & Storage,Barcode scanner failure in warehouse,High,Ryanmouth
2025-02-10 23:20:13.749765,M688,Machinery & Equipment,Hydraulic press pressure loss,High,North Nicoleborough
2025-01-30 02:54:25.075097,M318,Sensor & Electrical,Electrical surge causing sensor malfunctions,High,East Jenniferport
2025-01-25 15:18:12.195045,M523,Machinery & Equipment,CNC machine overheating,High,Hawkinsshire
2025-01-04 01:02:36.180751,M610,Parts & Supply,Engine block casting defects,Low,East Edwardmouth
2025-02-01 04:37:15.605743,M110,Assembly Line,Paint sprayer clogging,Medium,Phillipsfort
2025-02-09 11:13:12.950676,M151,Machinery & Equipment,Hydraulic press pressure loss,Medium,Darrelltown
2025-01-02 08:02:42.330585,M353,Parts & Supply,Incorrect tire specifications received,Low,Port Juan
2025-01-12 18:55:44.062287,M385,Logistics & Storage,Barcode scanner failure in warehouse,High,South Laura
2025-02-12 22:02:51.398165,M821,Sensor & Electrical,Battery pack overheating in EV assembly,High,Lake Anthony
2025-01-09 05:09:51.157721,M273,Parts & Supply,Incorrect tire specifications received,Low,West Katherineport
2025-01-01 22:52:22.371122,M780,Parts & Supply,Defective windshield batch,Medium,Lake Garyfort
2025-01-28 01:40:13.915380,M347,Logistics & Storage,Inventory mismatch in parts database,Low,Perezbury
2025-01-04 22:42:05.673773,M282,Logistics & Storage,Tire storage humidity too high,Medium,Julianberg
2025-01-28 05:14:03.538117,M106,Assembly Line,Spot welding machine misfire,Low,Davismouth
2025-01-03 19:37:04.337795,M976,Machinery & Equipment,Hydraulic press pressure loss,Low,Rodriguezberg
2025-01-03 05:25:03.380276,M717,Logistics & Storage,Barcode scanner failure in warehouse,High,West Fred
2025-02-26 06:14:57.560127,M195,Parts & Supply,Delayed shipment of brake pads,Low,Amymouth
2025-02-27 21:37:19.586904,M859,Logistics & Storage,Forklift fuel leakage,Medium,Brettville
2025-01-13 05:28:03.812685,M259,Machinery & Equipment,CNC machine overheating,High,East Carl
2025-01-23 13:18:15.340348,M210,Parts & Supply,Engine block casting defects,Medium,North Wendyberg
2025-02-23 03:34:38.867844,M363,Logistics & Storage,Inventory mismatch in parts database,Low,Leachmouth
2025-01-17 03:50:27.237314,M681,Assembly Line,Paint sprayer clogging,Medium,Mitchelltown
2025-01-15 18:07:45.143278,M755,Sensor & Electrical,PLC (Programmable Logic Controller) failure,High,Port Joseshire
2025-02-11 03:17:48.221390,M962,Logistics & Storage,Tire storage humidity too high,Medium,Howardville
2025-01-07 19:34:50.027235,M712,Machinery & Equipment,Hydraulic press pressure loss,High,East Tammie
2025-01-20 11:41:24.792390,M578,Logistics & Storage,Inventory mismatch in parts database,Low,Mayview
2025-03-05 00:05:17.555471,M537,Assembly Line,Spot welding machine misfire,Low,South Troy
2025-02-25 09:54:52.861520,M311,Sensor & Electrical,Battery pack overheating in EV assembly,High,South Kenneth
